ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment
panj1256-iread35ofthebook,panj1256,mɛ̃ kɪt̪ɑb d̪ɑ t̪ɪn bətɑ pənǰ hɪssɑ pəɖʰ lejɑ,,,I read 3/5 of the book.,,,
adiv1239-iread35ofthebook,adiv1239,mu bəhɪ rə t̪ɪnɪ pənčəmɑ̃nšɑ pədʰilɪ,,,I read 3/5 of the book.,,,
guja1252-iread35ofthebook,guja1252,mɛ pɑ̃nč̪ mɑ:t̪ʰɪ t̪rɪǰɑ bʰɑɡnɪ čɔprɪ ʋɑ̃čɪ,,,I read 3/5 of the book.,,,
sind1272-iread35ofthebook,sind1272,ɑu kɪt̪ɑb ǰo t̪ɪn bətɑ pənǰ hɪsso pəɖʰɪ rəkʰɪjo ɑhe,,,I read 3/5 of the book.,,,
west2380-iread35ofthebook,west2380,həm kitɑb ke tin bəʈe pɑ̃č bʰɑɡ pəɖʰ lelijəu,,,I read 3/5 of the book.,,,
panc1246-iread35ofthebook,panc1246,mõj kitɑb ker tin bəʈɑ pɑ̃c bʰɑɡ pəɖʰlo,,,I read 3/5 of the book.,,,
sylh1242-iread35ofthebook,sylh1242,ɑmi boir fɑs bɑɡ-or t̪in bɑɡ forsi,,,I read 3/5 of the book.,,,
urdu1245-iread35ofthebook,urdu1245,mɛne is kitɑb kɑ tin bəʈɑ pɑtʃʋɑ̃ hissɑ pəɽʰ liɑ hɛ,,,I read 3/5 of the book.,,,
maga1260-iread35ofthebook,maga1260,həme kitɑb kər tin pɑ̃čʋɑ̃ bʰɑɡ pəɽʰ le lijo,,,I read 3/5 of the book.,,,
garh1243-iate26ofthepizza,garh1243,mel pizzɑ ko dui bəʈe čʰe bʰɑɡ kʰjɑl,,,I ate 2/6 of the pizza.,,,
beng1280-iate26ofthepizza,beng1280,ɑmɪ pɪd̪zɑ tər čʰɔe bʰɑɡer d̪uɪ bʰɑɡ kʰeječʰɪ,,,I ate 2/6 of the pizza.,,,
assa1263-iate26ofthepizza,assa1263,moɪ sɒbʰɑɡor dʊbʰɑɡ pɪzɑ: hɛ kʰɑ:lʊ,,,I ate 2/6 of the pizza.,,,
marw1260-iate26ofthepizza,marw1260,mhu ek tɪhɑɪ pɪzzɑ kʰɑjɑ,,,I ate 2/6 of the pizza.,,,
panj1256-iate26ofthepizza,panj1256,mɛ̃ pɪzzɑ d̪ɑ do bətɑ čʰe hɪssɑ kʰɑd̪d̪ɑ,,,I ate 2/6 of the pizza.,,,
adiv1239-iate26ofthepizza,adiv1239,mu pɪzzɑ rə d̪uɪ sət̪ɑ̃nšɑ kʰɑɪlɪ,,,I ate 2/6 of the pizza.,,,
guja1252-iate26ofthepizza,guja1252,mɛ čʰɔ mɑ:t̪ʰɪ bɛ bʰɑɡno pɪzzɑ kʰɑd̪o,,,I ate 2/6 of the pizza.,,,
sind1272-iate26ofthepizza,sind1272,ɑu pɪzzɑ ǰo d̪o bətɑ čʰe hɪsso kʰɑɪ rəkʰɪjo ɑhe,,,I ate 2/6 of the pizza.,,,
west2380-iate26ofthepizza,west2380,həm pizzɑ ke du bəʈe čʰɔ bʰɑɡ kʰɑ lelijəu,,,I ate 2/6 of the pizza.,,,
panc1246-iate26ofthepizza,panc1246,mõj pizzɑ ker dui bəʈɑ čʰe bʰɑɡ kʰɑlo,,,I ate 2/6 of the pizza.,,,
sylh1242-iate26ofthepizza,sylh1242,ɑmi fiʈzɑr sɔe bɑɡ-or d̪ui bɑɡ xɑisi,,,I ate 2/6 of the pizza.,,,
urdu1245-iate26ofthepizza,urdu1245,mɛne piʈsɑ kɑ do bəʈɑ tʃʰɑʈɑ hissɑ kʰɑ liɑ hɛ,,,I ate 2/6 of the pizza.,,,
maga1260-iate26ofthepizza,maga1260,həme du cʰeʋɑ pizzɑ kʰɑi lelijo,,,I ate 2/6 of the pizza.,,,
garh1243-iate116ofthepizza,garh1243,mel pizzɑ ko ek sol čʰe bʰɑɡ kʰjɑl,,,I ate 1/16 of the pizza.,,,
gadd1242-iate116ofthepizza,gadd1242,əkʰ bəʈɑ solɑ,,,I ate 1/16 of the pizza.,,,
nepa1254-iate116ofthepizza,nepa1254,mɛle pizzɑ kɑ ʃoro hissɑ/bʰɑɡ kʰɑe,,,I ate 1/16 of the pizza.,,,
beng1280-iate116ofthepizza,beng1280,ɑmɪ pɪd̪zɑ tər šolo bʰɑɡer æk bʰɑɡ kʰeječʰɪ,,,I ate 1/16 of the pizza.,,,
assa1263-iate116ofthepizza,assa1263,moɪ hʊllɒ bʰɑɡor ɛbʰɑɡ pɪzɑ: hɛ kʰɑ:lʊ,,,I ate 1/16 of the pizza.,,,
marw1260-iate116ofthepizza,marw1260,mhu soləro bʰɑɡɑ mese ek bʰɑɡ pɪzzo kʰɑjɑ,,,I ate 1/16 of the pizza.,,,
panj1256-iate116ofthepizza,panj1256,mɛ̃ pɪzzɑ d̪ɑ soləhʋɑ̃ hɪssɑ kʰɑd̪d̪ɑ,,,I ate 1/16 of the pizza.,,,
adiv1239-iate116ofthepizza,adiv1239,mu pɪzzɑ rə ekə səsʈʰəd̪əsɑ̃nšɑ kʰɑɪlɪ,,,I ate 1/16 of the pizza.,,,
kash1277-iate116ofthepizza,kash1277,me kʰjəu pizzɑ surrəhim hissə,,,I ate 1/16 of the pizza.,,,
guja1252-iate116ofthepizza,guja1252,mɛ soɭmɑ bʰɑɡno pɪzzɑ kʰɑd̪o,,,I ate 1/16 of the pizza.,,,
sind1272-iate116ofthepizza,sind1272,ɑu pɪzzɑ ǰo ʃoro hɪsso kʰɑɪ rəkʰɪjo ɑhe,,,I ate 1/16 of the pizza.,,,
sada1242-iate116ofthepizza,sada1242,moj̃ soləhʋɑ bʰɑɡ pizzɑ kʰɑe lelu,,,I ate 1/16 of the pizza.,,,
west2380-iate116ofthepizza,west2380,həm pizzɑ ke ek bəʈe solɑ bʰɑɡ kʰɑ lelijəu,,,I ate 1/16 of the pizza.,,,
panc1246-iate116ofthepizza,panc1246,mõj pizzɑ ker solʋɑ̃ bʰɑɡ kʰɑlo,,,I ate 1/16 of the pizza.,,,
sylh1242-iate116ofthepizza,sylh1242,ɑmi fiʈzɑr ʃullo bɑɡ-or æx bɑɡ xɑisi,,,I ate 1/16 of the pizza.,,,
urdu1245-iate116ofthepizza,urdu1245,mɛne piʈsɑ kɑ ɑek bəʈɑ solʋɑ̃ hissɑ kʰɑ liɑ hɛ,,,I ate 1/16 of the pizza.,,,
maga1260-iate116ofthepizza,maga1260,həme ek ʃolʋɑ pizzɑ kʰɑi lelijo,,,I ate 1/16 of the pizza.,,,
dogr1250-iread110partofthebook,dogr1250,mɛ i kitɑb dɑ dəsmɑ hissɑ pəɖi čuki dɛ,,,I read 1/10 part of the book.,,,
garh1243-iread110partofthebook,garh1243,mel kitɑbɑ ɡo ek bəʈe dəs bʰɑɡ pəiɖɑl,,,I read 1/10 part of the book.,,,
kuma1273-iread110partofthebook,kuma1273,mɛl kitɑbɑ dəsu bʰɑɡ pəɽʰe hɛ,,,I read 1/10 part of the book.,,,
gadd1242-iread110partofthebook,gadd1242,əkʰ bəʈɑ dəs,,,I read 1/10 part of the book.,,,
nepa1254-iread110partofthebook,nepa1254,mɛle jo kitɑb ko dəsʋõ bʰɑɡ pəɖʰe,,,I read 1/10 part of the book.,,,
kudm1238-iread110partofthebook,kudm1238,mə̃ pətʰi kər sĩhəm kʰɑ̃ndʰɑ pəɖʰələ̃,,,I read 1/10 part of the book.,,,
beng1280-iread110partofthebook,beng1280,ɑmɪ boɪ tər d̪ɔš bʰɑɡer æk bʰɑɡ poɽʰečʰɪ,,,I read 1/10 part of the book.,,,
assa1263-iread110partofthebook,assa1263,moɪ kɪtɑ:pkʰɒnɒr dhɒbʰɑɡor ɛbʰɑɡ hɛ porhɪsʊ,,,I read 1/10 part of the book.,,,
marw1260-iread110partofthebook,marw1260,mhu dəsvo bʰɑɡɑ kɪtɑb pɑdʰɪ,,,I read 1/10 part of the book.,,,
panj1256-iread110partofthebook,panj1256,mɛ̃ kɪt̪ɑb d̪ɑ d̪əsʋɑ̃ hɪssɑ pəɖʰ lejɑ,,,I read 1/10 part of the book.,,,
adiv1239-iread110partofthebook,adiv1239,mu bəhɪ rə ekə d̪əsəmɑ̃nšɑ pədʰilɪ,,,I read 1/10 part of the book.,,,
kash1277-iread110partofthebook,kash1277,me pur kitɑb hund dəhjəm hissə,,,I read 1/10 part of the book.,,,
guja1252-iread110partofthebook,guja1252,mɛ d̪əsmɑ bʰɑɡnɪ čɔprɪ ʋɑ̃čɪ,,,I read 1/10 part of the book.,,,
sind1272-iread110partofthebook,sind1272,ɑu kɪt̪ɑb ǰo ɖəʋo hɪsso pəɖʰɪ rəkʰɪjo ɑhe,,,I read 1/10 part of the book.,,,
sada1242-iread110partofthebook,sada1242,moj̃ dəsʋɑ bʰɑɡ kitɑb pəɖʰ lelu,,,I read 1/10 part of the book.,,,
west2380-iread110partofthebook,west2380,həm kitɑb ke ek bəʈe dəs bʰɑɡ pəɖʰ lelijəu,,,I read 1/10 part of the book.,,,
panc1246-iread110partofthebook,panc1246,mõj kitɑb ker dəsʋɑ̃ bʰɑɡ pəɖʰlo,,,I read 1/10 part of the book.,,,
sylh1242-iread110partofthebook,sylh1242,ɑmi boir d̪ɔʃ bɑɡ-or æx bɑɡ forsi,,,I read 1/10 part of the book.,,,
urdu1245-iread110partofthebook,urdu1245,mɛne is kitɑb kɑ ɑek bəʈɑ dəsʋɑ̃ hissɑ pəɽʰ liɑ hɛ,,,I read 1/10 part of the book.,,,
maga1260-iread110partofthebook,maga1260,həme kitɑb kər dəsʋɑ' bʰɑɡ pəɽʰ le lijo,,,I read 1/10 part of the book.,,,
dogr1250-imethimonce,dogr1250,mɛ ussi ɛk bɑr milijɑ,,,I met him once.,,,
garh1243-imethimonce,garh1243,mi ʋe se ek bɑr mil,,,I met him once.,,,
kuma1273-imethimonce,kuma1273,mɛ use ek bɑr mili,,,I met him once.,,,
gadd1242-imethimonce,gadd1242,əũ teste ek ʋɑri milu tʰu,,,I met him once.,,,
goan1235-imethimonce,goan1235,hɑ̃v t̪ɑkɑ ekdɑ̃ meɭɪllɛ̃,,,I met him once.,,,
nepa1254-imethimonce,nepa1254,mɛle uslɑi/uhɑlɑi ek čoʈi/pəʈʰək beʈʰeɡo tʰe,,,I met him once.,,,
kudm1238-imethimonce,kudm1238,mə̃ əkər sə̃ŋe ənɑ dʰɑũ bʰẽʈɑl,,,I met him once.,,,
beng1280-imethimonce,beng1280,ɑ:mɪ or šɑt̪ʰe æk bɑ:r d̪ækʰɑ korečʰɪ,,,I met him once.,,,
assa1263-imethimonce,assa1263,mɑɪ tɑ:k ɛbɑ:r loɡ pɑ:sʊ,,,I met him once.,,,
marw1260-imethimonce,marw1260,mhu bɪsu ekər mɪləjo,,,I met him once.,,,
panj1256-imethimonce,panj1256,mɛ̃ usɳu ɪkk ʋɑrɪ mɪljɑ,,,I met him once.,,,
adiv1239-imethimonce,adiv1239,mu t̪ɑku t̪ʰəre pɑɪ bʰeʈɪlɪ,,,I met him once.,,,
kash1277-imethimonce,kash1277,bə sɑmkʰʋojəs t̪əmɪs əkɪjəlɑɪʈjə/əɪkɪfɪre,,,I met him once.,,,
mara1378-imethimonce,mara1378,mɪ t̪ɑlɑ ekd̪ɑ bʰeʈle,,,I met him once.,,,
guja1252-imethimonce,guja1252,hũ t̪ɛne ek ʋɑr məɽjo čʰu,,,I met him once.,,,
sind1272-imethimonce,sind1272,ɑu unkʰɑ ɪkk d̪əfɑ mɪlɪjo əjɑ,,,I met him once.,,,
paha1251-imethimonce,paha1251,me ussi ek ʋɑri miljɑ sɑ,,,I met him once.,,,
sada1242-imethimonce,sada1242,moĩ ukər se ek dʰɑũ mil hõ,,,I met him once.,,,
wagd1238-imethimonce,wagd1238,mu ene ek ʋəkət məljõ,,,I met him once.,,,
west2380-imethimonce,west2380,həm okrɑ se ek bɑr millijəu hə,,,I met him once.,,,
sans1269-imethimonce,sans1269,əhəm ek ʋɑrəm təm militʋɑn,,,I met him once.,,,
panc1246-imethimonce,panc1246,moj̃ ukər səŋɡe ek bɑr mil-lo,,,I met him once.,,,
sylh1242-imethimonce,sylh1242,ɑmɑr t̪ɑr lɔɡe æx bɑr d̪ɛxɑ oise,,,I met him once.,,,
urdu1245-imethimonce,urdu1245,me ɑek dəfɑ us se milɑ hũ,,,I met him once.,,,
halb1244-imethimonce,halb1244,mə̃j hunke/hunmən ke ek hɑr bʰeʈu rəle,,,I met him once.,,,
maga1260-imethimonce,maga1260,həm okər se ek bɑir milil je,,,I met him once.,,,
rajb1243-imethimonce,rajb1243,mor uʋɑr sɑtʰe ɛk bɑr dekʰɑ,,,I met him once.,,,
kull1236-imethimonce,kull1236,həũ tei səŋɡɛ ek ɡʰere mili,,,I met him once.,,,
dogr1250-imethimtwice,dogr1250,mɛ ussi do bɑr milijɑ,,,I met him twice.,,,
garh1243-imethimtwice,garh1243,mi ʋe se dosər bɑr mil,,,I met him twice.,,,
kuma1273-imethimtwice,kuma1273,mɛ use do bɑr mili,,,I met him twice.,,,
gadd1242-imethimtwice,gadd1242,əũ teste do ʋɑri milu tʰu,,,I met him twice.,,,
goan1235-imethimtwice,goan1235,hɑ̃v t̪ɑkɑ d̪ɔnd̪ɑ̃ meɭɪlɛ̃,,,I met him twice.,,,
nepa1254-imethimtwice,nepa1254,mɛle uhɑlɑi dui čoʈi beʈʰeɡo čʰõ,,,I met him twice.,,,
kudm1238-imethimtwice,kudm1238,mə̃ əkər sə̃ŋe dənɑ dʰɑũ bʰẽʈɑl,,,I met him twice.,,,
beng1280-imethimtwice,beng1280,ɑ:mɪ or šɑt̪ʰe d̪u bɑ:r d̪ækʰɑ korečʰɪ,,,I met him twice.,,,
assa1263-imethimtwice,assa1263,mɑɪ tɑ:k dʊ bɑ:r loɡ pɑ:sʊ,,,I met him twice.,,,
marw1260-imethimtwice,marw1260,mhu bɪsu do bar mɪləjo,,,I met him twice.,,,
panj1256-imethimtwice,panj1256,mɛ̃ usɳu d̪o ʋɑrɪ mɪljɑ,,,I met him twice.,,,
adiv1239-imethimtwice,adiv1239,mu t̪ɑku d̪ɪ t̪ʰəre pɑɪ bʰeʈɪlɪ,,,I met him twice.,,,
kash1277-imethimtwice,kash1277,bə sɑmkʰʋojəs t̪əmɪs d̪ʋɑɪlɑɪʈjə/ d̪ʋɑɪfɪre,,,I met him twice.,,,
mara1378-imethimtwice,mara1378,mɪ t̪ɑlɑ d̪ond̪ɑ bʰeʈle,,,I met him twice.,,,
guja1252-imethimtwice,guja1252,hũ t̪ɛne be ʋɑr məɽjo čʰu,,,I met him twice.,,,
sind1272-imethimtwice,sind1272,ɑu unkʰɑ bə d̪əfɑ mɪlɪjo əjɑ,,,I met him twice.,,,
paha1251-imethimtwice,paha1251,me ussi do ʋɑri miljɑ,,,I met him twice.,,,
sada1242-imethimtwice,sada1242,moĩ ukər se du dʰɑũ mil hõ,,,I met him twice.,,,
wagd1238-imethimtwice,wagd1238,mu ene be ʋəkət məljõ,,,I met him twice.,,,
west2380-imethimtwice,west2380,həm okrɑ se du bɑr millijəu hə,,,I met him twice.,,,
sans1269-imethimtwice,sans1269,əhəm dʋi ʋɑrəm təm militʋɑn,,,I met him twice.,,,
panc1246-imethimtwice,panc1246,moj̃ ukər səŋɡe dui bɑr mil-lo,,,I met him twice.,,,
sylh1242-imethimtwice,sylh1242,ɑmɑr t̪ɑr lɔɡe d̪ui bɑr d̪ɛxɑ oise,,,I met him twice.,,,
urdu1245-imethimtwice,urdu1245,me do dəfɑ us se milɑ hũ,,,I met him twice.,,,
halb1244-imethimtwice,halb1244,mə̃j hunke/hunmən ke duj hɑr bʰeʈu rəle,,,I met him twice.,,,
maga1260-imethimtwice,maga1260,həm okər se du bɑir milil je,,,I met him twice.,,,
rajb1243-imethimtwice,rajb1243,mor uʋɑr sɑtʰe dui bɑr dekʰɑ,,,I met him twice.,,,
kull1236-imethimtwice,kull1236,həũ tei səŋɡɛ dui ɡʰere mili,,,I met him twice.,,,
dogr1250-imethimthreetimes,dogr1250,mɛ ussi trɛ bɑr milijɑ,,,I met him three times.,,,
garh1243-imethimthreetimes,garh1243,mi ʋe se tesɑr bɑr mil,,,I met him three times.,,,
kuma1273-imethimthreetimes,kuma1273,mɛ use tin bɑr mili,,,I met him three times.,,,
gadd1242-imethimthreetimes,gadd1242,əũ teste trɛ ʋɑri milu tʰu,,,I met him three times.,,,
goan1235-imethimthreetimes,goan1235,hɑ̃v t̪ɑkɑ t̪ɪnd̪ɑ̃ meɭɪllɛ̃,,,I met him three times.,,,
nepa1254-imethimthreetimes,nepa1254,mɛle uhɑlɑi tin čoʈi beʈʰeɡo čʰõ,,,I met him three times.,,,
kudm1238-imethimthreetimes,kudm1238,mə̃ əkər sə̃ŋe ʈenɑ dʰɑũ bʰẽʈɑl,,,I met him three times.,,,
beng1280-imethimthreetimes,beng1280,ɑ:mɪ or šɑt̪ʰe t̪i:n bɑ:r d̪ækʰɑ korečʰɪ,,,I met him three times.,,,
assa1263-imethimthreetimes,assa1263,mɑɪ tɑ:k tɪnɪ bɑ:r loɡ pɑ:sʊ,,,I met him three times.,,,
marw1260-imethimthreetimes,marw1260,mhu bɪsu tɪsər mɪləjo,,,I met him three times.,,,
panj1256-imethimthreetimes,panj1256,mɛ̃ usɳu t̪ɪnn ʋɑrɪ mɪljɑ,,,I met him three times.,,,
adiv1239-imethimthreetimes,adiv1239,mu t̪ɑku t̪ɪnɪ t̪ʰəre pɑɪ bʰeʈɪlɪ,,,I met him three times.,,,
kash1277-imethimthreetimes,kash1277,bə sɑmkʰʋojəs t̪əmɪs t̪reɪjelɑɪʈjə/t̪reɪfɪre,,,I met him three times.,,,
mara1378-imethimthreetimes,mara1378,mɪ t̪ɑlɑ t̪ɪnd̪ɑ bʰeʈle,,,I met him three times.,,,
guja1252-imethimthreetimes,guja1252,hũ t̪ɛne t̪roɳ ʋɑr məɽjo čʰu,,,I met him three times.,,,
sind1272-imethimthreetimes,sind1272,ɑu unkʰɑ ʈre d̪əfɑ mɪlɪjo əjɑ,,,I met him three times.,,,
paha1251-imethimthreetimes,paha1251,me ussi trɛ ʋɑri miljɑ,,,I met him three times.,,,
sada1242-imethimthreetimes,sada1242,moĩ ukər se tin dʰɑũ mil hõ,,,I met him three times.,,,
wagd1238-imethimthreetimes,wagd1238,mu ene təɳ ʋəkət məljõ,,,I met him three times.,,,
west2380-imethimthreetimes,west2380,həm okrɑ se tin bɑr millijəu hə,,,I met him three times.,,,
sans1269-imethimthreetimes,sans1269,əhəm tri ʋɑrəm təm militʋɑn,,,I met him three times.,,,
panc1246-imethimthreetimes,panc1246,moj̃ ukər səŋɡe tin bɑr mil-lo,,,I met him three times.,,,
sylh1242-imethimthreetimes,sylh1242,ɑmɑr t̪ɑr lɔɡe t̪in bɑr d̪ɛxɑ oise,,,I met him three times.,,,
urdu1245-imethimthreetimes,urdu1245,me tin dəfɑ us se milɑ hũ,,,I met him three times.,,,
halb1244-imethimthreetimes,halb1244,mə̃j hunke/hunmən ke tin hɑr bʰeʈu rəle,,,I met him three times.,,,
maga1260-imethimthreetimes,maga1260,həm okər se tin bɑir milil je,,,I met him three times.,,,
rajb1243-imethimthreetimes,rajb1243,mor uʋɑr sɑtʰe tin bɑr dekʰɑ,,,I met him three times.,,,
kull1236-imethimthreetimes,kull1236,həũ tei səŋɡɛ trɑi ɡʰere mili,,,I met him three times.,,,
dogr1250-imethimfourtimes,dogr1250,mɛ ussi čotʰi bɑr milijɑ,,,I met him four times.,,,
garh1243-imethimfourtimes,garh1243,mi ʋe se čɔtʰ bɑr mil,,,I met him four times.,,,
kuma1273-imethimfourtimes,kuma1273,mɛ use čɑr bɑr mili,,,I met him four times.,,,
gadd1242-imethimfourtimes,gadd1242,əũ teste čɑr ʋɑri milu tʰu,,,I met him four times.,,,
goan1235-imethimfourtimes,goan1235,hɑ̃v t̪ɑkɑ t͡səvtɛ fɑvtɪ̃ meɭɪllɛ̃,,,I met him four times.,,,
nepa1254-imethimfourtimes,nepa1254,mɛle uhɑlɑi tʃɔtʰõ pəʈək/čoʈi beʈʰe,,,I met him four times.,,,
kudm1238-imethimfourtimes,kudm1238,mə̃ əkər sə̃ŋe čɑrɑ dʰɑũ bʰẽʈɑl,,,I met him four times.,,,
beng1280-imethimfourtimes,beng1280,ɑ:mɪ or šɑt̪ʰe čot̪urt̪ʰo bɑ:r d̪ækʰɑ korləm,,,I met him four times.,,,
assa1263-imethimfourtimes,assa1263,mɑɪ tɑ:k sɑ:rɪ nɒmbɒr loɡ pɑ:sʊ,,,I met him four times.,,,
marw1260-imethimfourtimes,marw1260,mhu bɪsu čoʈʰɪ bar mɪləjo,,,I met him four times.,,,
panj1256-imethimfourtimes,panj1256,mɛ̃ usɳu čɔʈʰɪ ʋɑrɪ mɪljɑ,,,I met him four times.,,,
adiv1239-imethimfourtimes,adiv1239,mu t̪ɑku čɑrɪ t̪ʰəre pɑɪ bʰeʈɪlɪ,,,I met him four times.,,,
kash1277-imethimfourtimes,kash1277,bə sɑmkʰʋojəs t̪əmɪs tʃorjəmlɑɪʈjə/ tʃurjəmfire,,,I met him four times.,,,
mara1378-imethimfourtimes,mara1378,mɪ t̪ɑlɑ čəʊt̪ʰjɑnd̪ɑ bʰeʈle,,,I met him four times.,,,
guja1252-imethimfourtimes,guja1252,hũ t̪ɛne čɑr ʋɑr məɽjo čʰu,,,I met him four times.,,,
sind1272-imethimfourtimes,sind1272,ɑu unkʰɑ čot̪ʰe d̪əfɑ mɪlɪjo əjɑ,,,I met him four times.,,,
paha1251-imethimfourtimes,paha1251,me ussi cotʰi ʋɑri miljɑ,,,I met him four times.,,,
sada1242-imethimfourtimes,sada1242,moĩ ukər se čɑir dʰɑũ mil hõ,,,I met him four times.,,,
wagd1238-imethimfourtimes,wagd1238,mu ene ʃɑr ʋəkət məljõ,,,I met him four times.,,,
west2380-imethimfourtimes,west2380,həm okrɑ se čəutʰɑ bɑr millijəu,,,I met him four times.,,,
sans1269-imethimfourtimes,sans1269,əhəm təm čəturtʰe (ʋɑre) militʋɑn,,,I met him four times.,,,
panc1246-imethimfourtimes,panc1246,moj̃ ukər səŋɡe cɑir bɑr mil-lo,,,I met him four times.,,,
sylh1242-imethimfourtimes,sylh1242,ɑmɑr t̪ɑr lɔɡe sɑir bɑr d̪ɛxɑ oise,,,I met him four times.,,,
urdu1245-imethimfourtimes,urdu1245,me tʃɑr dəfɑ us se milɑ hũ,,,I met him four times.,,,
halb1244-imethimfourtimes,halb1244,mə̃j hunke/hunmən ke čəʋtʰɑ hɑr bʰeʈu rəle,,,I met him four times.,,,
maga1260-imethimfourtimes,maga1260,həm okər se čɑir bɑir milil je,,,I met him four times.,,,
rajb1243-imethimfourtimes,rajb1243,mor uʋɑr sɑtʰe čɑr bɑr dekʰɑ,,,I met him four times.,,,
kull1236-imethimfourtimes,kull1236,həũ tei səŋɡɛ tʃɑr ɡʰere mili,,,I met him four times.,,,
dogr1250-icalledherninetimes,dogr1250,mɛ ussi nɔ bɑr səddi/bulɑi čukɛ de,,,I called her nine times.,,,
garh1243-icalledherninetimes,garh1243,mil ʋetʰei nɔ bɑr bulɑjɑ,,,I called her nine times.,,,
kuma1273-icalledherninetimes,kuma1273,mɛl uɡe nɔ bɑr bulɑ,,,I called her nine times.,,,
gadd1242-icalledherninetimes,gadd1242,me tese nɔ ʋɑri šəduɑ,,,I called her nine times.,,,
goan1235-icalledherninetimes,goan1235,hɑvɛ̃ t̪ɑkɑ ɳəv fɑvtɪ̃ ɑpəjllɛ̃,,,I called her nine times.,,,
nepa1254-icalledherninetimes,nepa1254,mɛle uhɑlɑi nɔ čoʈi bulɑje,,,I called her nine times.,,,
kudm1238-icalledherninetimes,kudm1238,mə̃ əke nəmi dʰɑũ ɖɑklẽj,,,I called her nine times.,,,
beng1280-icalledherninetimes,beng1280,ɑ:mɪ oke nɔ bɑ:r ɖɑkləm,,,I called her nine times.,,,
assa1263-icalledherninetimes,assa1263,moɪ tɑ:k nɒbɑ:r mɑtɪsʊ,,,I called her nine times.,,,
marw1260-icalledherninetimes,marw1260,mhu bɪnɛ nɔ: bɑ:r helo,,,I called her nine times.,,,
panj1256-icalledherninetimes,panj1256,mɛ̃ usnu nɔ ʋɑrɪ bulɑjɑ,,,I called her nine times.,,,
adiv1239-icalledherninetimes,adiv1239,mu t̪ɑku nə t̪ʰəre pɑɪ ɖɑkilɪ,,,I called her nine times.,,,
kash1277-icalledherninetimes,kash1277,mje kor t̪emɪs nɔlɑɪʈje əllɑu,,,I called her nine times.,,,
mara1378-icalledherninetimes,mara1378,mɪ t̪ɪlɑ nəu ʋəɖəs buləʊle,,,I called her nine times.,,,
guja1252-icalledherninetimes,guja1252,mɛ t̪ɛne nəʊ ʋɑr boɭɑʋɪ,,,I called her nine times.,,,
sind1272-icalledherninetimes,sind1272,ɑu unkʰɑ nəʋ d̪əfɑ səɖɖ kəjo,,,I called her nine times.,,,
paha1251-icalledherninetimes,paha1251,me ussi nəu ʋɑri bulɑjɑ,,,I called her nine times.,,,
sada1242-icalledherninetimes,sada1242,moĩ oke nɔ dʰɑũ bulɑ hõ,,,I called her nine times.,,,
wagd1238-icalledherninetimes,wagd1238,mu ene nɔʋ ʋəkʰət fon kərjo,,,I called her nine times.,,,
west2380-icalledherninetimes,west2380,həm okrɑ nɔ bɑr pʰon kəilijəu,,,I called her nine times.,,,
sans1269-icalledherninetimes,sans1269,əhəm tɑm nəʋʋɑrəm ɑhutʋɑn,,,I called her nine times.,,,
panc1246-icalledherninetimes,panc1246,moj̃ uke no bɑr ɖɑkɑlo,,,I called her nine times.,,,
sylh1242-icalledherninetimes,sylh1242,ɑmi t̪ɑire noɛ bɑr fon korsi,,,I called her nine times.,,,
urdu1245-icalledherninetimes,urdu1245,mɛne use nɔ dəfɑ bulɑjɑ,,,I called her nine times.,,,
halb1244-icalledherninetimes,halb1244,mə̃j hunke nəʋ hɑr bʰeʈu rəle,,,I called her nine times.,,,
maga1260-icalledherninetimes,maga1260,həme okrɑ nɔ bɑir ɖɑklije,,,I called her nine times.,,,
rajb1243-icalledherninetimes,rajb1243,mui uʋɑk noe bɑr ɖɑkɑ čuŋ,,,I called her nine times.,,,
kull1236-icalledherninetimes,kull1236,mɛ sɔ nəu ɡʰere ʃɑdu,,,I called her nine times.,,,
dogr1250-icalledhimtwentyfivetimes,dogr1250,mɛ ussi pənǰi bɑri səddi/bulɑi čukɛ de,,,I called him twenty five times.,,,
garh1243-icalledhimtwentyfivetimes,garh1243,mil ʋetʰei pəččis bɑr bulɑjɑ,,,I called him twenty five times.,,,
kuma1273-icalledhimtwentyfivetimes,kuma1273,mɛl uɡe pəččis bɑr bulɑ,,,I called him twenty five times.,,,
gadd1242-icalledhimtwentyfivetimes,gadd1242,me tese pənǰi ʋɑri šəduɑ,,,I called him twenty five times.,,,
goan1235-icalledhimtwentyfivetimes,goan1235,hɑvɛ̃ t̪ɑkɑ pə̃cvɪs fɑvtɪ̃ ɑpəjllɔ,,,I called him twenty five times.,,,
nepa1254-icalledhimtwentyfivetimes,nepa1254,mɛle uhɑlɑi pəccis čoʈi bulɑje,,,I called him twenty five times.,,,
kudm1238-icalledhimtwentyfivetimes,kudm1238,mə̃ əke kuɽi mɑčɑ dʰɑũ ɖɑklẽj,,,I called him twenty five times.,,,
beng1280-icalledhimtwentyfivetimes,beng1280,ɑ:mɪ oke põnčiš bɑ:r ɖɑkləm,,,I called him twenty five times.,,,
assa1263-icalledhimtwentyfivetimes,assa1263,moɪ tɑ:k posɪs bɑ:r mɑtɪsʊ,,,I called him twenty five times.,,,
